"product_title","location","account_seller","price","review","installment","rating","brand_hp"
"XIAOMI NOTE 5A RAM 2GB INTERNAL 16GB","Tangerang Selatan","AURORA PONSEL PMLG",1170000,49,48750,4.9,"xiaomi"
"OPPO F3 NEW RAM 4/64 GARANSI RESMI OPPO 1 TAHUN","Jakarta","VIV SHOP",2899000,78,120792,4.9,"oppo"
"Samsung Galaxy J5","Jakarta","Lowprofile cellular",1999000,16,83292,4.8,"samsung"
"Strawberry – Armee | Handphone Candybar HP Murah Kamera Speaker","Tangerang","Strawberry Official",150000,91,6250,4.5,"lain-lain"
"Samsung Galaxy J7 Duo 3/32 RAM 3GB ROM 32GB GARANSI RESMI SEIN","Jakarta","LancarJaya8",1720000,39,71667,4.9,"samsung"
"Samsung Galaxy A7 2018 Ram 4GB/64GB","Jakarta","Chrudel Shop",4875000,31,203125,5,"samsung"
"Lenovo K6 Power GARANSI RESMI LENOVO","Jakarta","Cellular Mas",1860000,45,77500,5,"lenovo"
"Xiaomi Redmi Note 4x Grey 3/32 GB - Garansi Distributor 1 Tahun","Jakarta","NewBeztBerry",1310000,38,54584,4.7,"xiaomi"
"HTC M10 seken Muluss hp only","Jakarta","CahayaNoviCell",1500000,18,62500,4.8,"htc"
"ASUS ZENFONE LIVE L1 ZA550KL 3GB/32GB RESMI","Malang","LITTLE SQUAD",1350000,22,56250,5,"asus"
"HP SAMSUNG GALAXY A6 PLUS RAM 4/32 GB (A 6 + A6+ GARANSI RESMI SEIN)","Kab. Nganjuk","El-Collection",4424300,30,184346,5,"samsung"
"Oppo F9 RAM 4GB / 64GB garansi resmi oppo indonesia","Medan","Waletindo",4100000,27,170834,4.7,"oppo"
"VIVO V5 NEW / GRANSI RESMI / ADABONUS","Jakarta","NINEST0RE",2899000,52,120792,4.7,"vivo"
"Samsung piton SM-B310","Jakarta","feifei_mobile",325000,44,13542,5,"samsung"
"Redmi 6 Ram 2/16 Garansi Resmi tam ,ready guys","Surabaya","yookenken",1259000,22,52459,5,"xiaomi"
"Advan G2 PLUS 3/32 4G LTE G2+ Oreo Full View","Surabaya","Tingtong Gadget",1188000,16,49500,5,"lain-lain"
"vivo y91","Kab. Tangerang","murah online cell",1799000,27,74959,4.9,"vivo"
"Samsung Galaxy J2 Prime (Gold) Garansi Resmi SEIN","Jakarta","DG-Shop",1163500,45,48480,5,"samsung"
"SAMSUNG J2 PRIME","Bandung","DiamondCell",1139000,64,47459,4.7,"samsung"
"Asus Zenfone Live L1 2/16GB Gsransi Resmi","Kab. Sukoharjo","Bharata 17",1100000,29,45834,4.9,"asus"
"OPPO A37 GARANSI 1 TAHUN","Jakarta","ALVAROZ",985000,146,41042,4.7,"oppo"
"XIAOMI REDMI 6A RAM 2GB-16GB","Jakarta","Lastcell",1300000,28,54167,4.9,"xiaomi"
"iPhone 5 16Gb","Jakarta","Ep jkt",1699000,42,70792,4.6,"apple"
"Huawei Honor Play 4GB 64GB AI Gaming GPU Turbo KIRIN 970 Original BNIB","Batam","Wendy OLS",3760000,44,156667,4.9,"huawei"
"Hp Xiaomi Mi 5 3/32","Medan","ARAFISQY Store",2e+06,34,83334,4.9,"xiaomi"
"Oppo A71 2018 (SNAPDRAGON), Ram 2gb Internal 16gb. READY WARNA: -ROS","Jakarta","myco Online Shop",2e+06,24,83334,5,"oppo"
"XIAOMI REDMI 6A TAM","Tangerang","STR-STORE",1200000,23,50000,4.9,"xiaomi"
"HP NOKIA 216 NEW","Jambi","TOKO_AVEIRO",440000,24,18334,4.9,"nokia"
"Blackberry classic Q20 ex garansi TAM second","Jakarta","NyongTaKasiMurah",1400000,22,58334,5,"lain-lain"
"Xiaomi Redmi 5A 2/16 TAM","Kab. Sidoarjo","elektronik_sby_online",1990000,58,82917,5,"xiaomi"
"Realme 3","Kab. Klaten","Ghufron Celluler",1990000,36,82917,5,"realme"
"Asus Zenfone 5Q ZC600KL Ram 4/64GB Garansi Resmi","Jakarta","dk-cell",1870000,36,77917,4.8,"asus"
"HP samsung J2 Prime Resmi","Jakarta","Athaya Twin Shop",1150000,15,47917,4.9,"samsung"
"Xiaomi Redmi Note 4 Pro / 4X Snapdragon 4 / 64 GB Black Edition","Jakarta","Seller Handphone",2050000,62,85417,4.7,"xiaomi"
"XIAOMI REDMI S2 GARANSI RESMI (3/32GB)","Jakarta","Karin Cellular",1980000,28,82500,5,"xiaomi"
"Oppo F7 4GB","Kab. Malang","RockaGarage",3950000,29,164584,5,"oppo"
"Oppo F11 Pro","Jakarta","centar jaya game 2",4650000,34,193750,5,"oppo"
"batok charger iphone ori","Jakarta","nacha itc kuningan",75000,62,3125,5,"apple"
"Iphone 7","Depok","Poppyolivia",4e+06,31,166667,5,"apple"
"REDMI 6A Ram 2Gb/16Gb Garansi Resmi TAM 1 tahun","Kediri","Cellindo",1220000,28,50834,4.8,"xiaomi"
"Coolpad Max A8 Ram 4gb Rom 64gb Garansi Resmi","Jakarta","Maxi phone cell",1400000,22,58334,4.9,"lain-lain"
"redmi 6 pro 4/32 gold distri 1th","Kab. Sukoharjo","lusia cell",2015000,22,83959,4.8,"xiaomi"
"redmi note 5 garansi tam","Surakarta","Dua Jari Online Shop",2200000,26,91667,5,"xiaomi"
"Realme C2 2/16 GB Garansi Resmi 1 Tahun","Jakarta","Gudang-HP",1299000,196,54125,4.8,"realme"
"Apple Iphone 6 32GB 6 32 GB IBOX-RESMI-GOLD","Jakarta","bursacell1875",3575000,47,148959,5,"apple"
"Samsung Galaxy A10 Resmi","Magelang","J Forever",2e+06,20,83334,5,"samsung"
"Xiaomi 4x .. 3 / 32 .. Full Oprekan Rasa 4 / 64","Kab. Bandung","egidede",2e+06,30,83334,5,"xiaomi"
"Blackview BV8000 Pro 64GB RAM 6GB. HP TAHAN BANTING & AIR / HP OUTDOOR","Batam","@ EvoStore",3475000,43,144792,4.1,"lain-lain"
"Samsung Galaxy J6+ Smartphone [32GB/ 3GB]","Jakarta","Global Teleshop",2399000,1,99959,5,"samsung"
"Xiaomi redmi 5a 2Gb ram - 16gb","Surabaya","DAM STORE SHOP",1500000,25,62500,5,"xiaomi"
"Samsung J7 Pro Handpone Android System","Surabaya","zeitzevsurabaya",4500000,27,187500,5,"samsung"
"LG V10 DUAL SIM H961N RAM 4GB MEMORY 64GB BRAND NEW ORIGINAL","Surabaya","Toms Auto Acc",4100000,23,170834,5,"lg"
"HP LENOVO A6000 (second)","Surabaya","Onnona.id",1e+06,24,41667,5,"lenovo"
"Samsung Galaxy A50 Ram 4/64","Medan","superhypeid",4e+06,28,166667,5,"samsung"
"Samsung Caramel GT-E1272","Jakarta","abaayshop",250000,23,10417,5,"samsung"
"XIAOMI REDMI 6A TAM ORIGINAL SEGEL","Jakarta","Lian Express Store",1184000,327,49334,4.9,"xiaomi"
"OPPO F11 RAM 4/128 GARANSI RESMI OPPO 1 TAHUN","Surabaya","trenz celluler",3390000,18,141250,4.9,"oppo"
"Oppo F11 4/128","Surabaya","TingTong",3700000,25,154167,5,"oppo"
"Redmi 6A TAM Blue Limited/Gold","Semarang","ayyaayunda",1250000,83,52084,5,"xiaomi"
"Xiaomi Redmi 5A RAM 2GB ROM 16GB GARANSI TAM","Jakarta","dwi storee",1375000,42,57292,5,"xiaomi"
"Garansi 1 Tahun Samsung Galaxy S7 EDGE 32GB BLACK DUOS DUAL SIM","Jakarta","New Rizkyapple",6950000,45,289584,4.9,"samsung"
"VIVO V7 PLUS GARANSI RESMI VIVO INDONESIA","Jakarta","Grandstore cell",3700000,42,154167,4.6,"vivo"
"OPPO A7 4GB/64GB Bigger Battery(Garansi Resmi,Cicilan 0%,Free Ongkir)","Tangerang","OPPO OFFICIAL STORE",2699000,51,112459,4.9,"oppo"
"XIAOMI Redmi Note 2 RAM2GB-16GB Rom Global - 4G Lte - BI - PLAYSTORE","Jakarta","~22",950000,30,39584,4.7,"xiaomi"
"SAMSUNG GALAXY J2 PRIME (BLACK DAN SILVER)","Semarang","sms shop online",1160000,50,48334,4.8,"samsung"
"SAMSUNG A7 2018 6/128","Bandung","SEMUA SENANG MURMER",4650000,29,193750,5,"samsung"
"handphone realme pro2 4gb 64 box","Jakarta","tops computer",2950000,23,122917,5,"realme"
"samsung galaxy s7 flat 32gb garansi resmi SEIN","Jakarta","sutzchu shop",3999000,43,166625,4.9,"samsung"
"XIAOMI REDMI 6A TAM","Semarang","Dinar-Store",1190000,20,49584,5,"xiaomi"
"Samsung Galaxy A20","Surabaya","Mayumi Japan Store",2100000,24,87500,5,"samsung"
"Xiaomi Mi Pad 4 - Black 64 GB Tidak Garansi","Medan","Cipta Prima",4200000,32,175000,5,"xiaomi"
"Samsung J2 Prime - Grs Resmi SEIN","Jakarta","Victory Storee",1115000,55,46459,4.6,"samsung"
"hp samsung j6 plus","Kab. Bandung","kenken acc",2550000,23,106250,5,"samsung"
"hp motorola","Surabaya","samuel-store",750000,37,31250,5,"motorola"
"hp nokia lama","Surabaya","fathur rohman",760000,37,31667,5,"nokia"
"Kamera belakang iphone 7 original cabutan jadi bener2 original yah","Jakarta","nacha itc kuningan",550000,45,22917,4.9,"apple"
"VIVO Y91","Bekasi","HAPPY CELL mobile shop",1819000,44,75792,5,"vivo"
"iPhone 16GB 6s Space Gray Garansi 1 Tahun Distributor","Jakarta","HIGH GADGET STORE",2475000,40,103125,4.8,"apple"
"lenovo A1000 second","Jakarta","ChooseMee",5e+05,43,20834,5,"lenovo"
"ADVAN i6 LTE 5'5inchi Powered Full View Garansi Resmi 1thn","Bogor","RedPower Mega Grosir",915000,28,38125,5,"lain-lain"
"redmi note 7 space black","Kab. Sleman","FarhanShop_",2500000,16,104167,5,"xiaomi"
"NOKIA 105 DS 2017 WHITE TERMURAH","Medan","BS-Store",210000,13,8750,4.9,"nokia"
"IPHONE 6 64GB GREY GARANSI 1 TAHUN","Jakarta","36shop",2150000,38,89584,4.9,"apple"
"LG Q6+ ram 4","Kab. Banjarnegara","blaker",2e+06,14,83334,5,"lg"
"Samsung A20 - Garansi Resmi SEIN","Jambi","Wendy cell jambi",2085000,51,86875,5,"samsung"
"SONY XPERIA XA / F3116 / Dual SIM 16GB","Batam","T&T Mobile",2080000,59,86667,4.6,"sony"
"Xperia Z5 E6653 seken batangan","Jakarta","Boboy Store",9e+05,37,37500,4.5,"ken"
"Redmi 6a bnib","Yogyakarta","FDK",1215000,69,50625,5,"xiaomi"
"NOKIA 6300 Original Bergaransi","Jakarta","Store Xiaomi",239000,24,9959,4.8,"nokia"
"xiomi mi a1 new grs resmi tam","Jakarta","arena phone cell",1685000,29,70209,5,"lain-lain"
"GARANSI RESMI Xiaomi Redmi Note 7 TAM 4/64 RAM 4GB 64GB Black 4 64 GB","Pekanbaru","Devincitore",2597900,23,108246,4.8,"xiaomi"
"hp sony","Surabaya","Riko-",650000,37,27084,5,"sony"
"Samsung Galaxy A6 Plus 2018 Garansi Resmi SEIN","Surabaya","Rejodadi Surabaya",3200000,51,133334,4.9,"samsung"
"SONY Xperia X perfomance minus whitespot","Jakarta","QQ store168",820000,6,34167,4.2,"sony"
"Xiaomi redmi 5A ram 2 internal 16 Gb","Jakarta","iphonemishop",1025000,201,42709,4.7,"xiaomi"
"Iphone 7 32GB Second Mulus ex international , fullset","Jakarta","werewolf cellular",3330000,21,138750,4.7,"apple"
"XIAOMI MI6X 6GB / 64GB ORIGINAL BNIB MI 6X MiA2 MI A2","Jakarta","Platinum Mobile Shop",2605000,194,108542,4.8,"xiaomi"
"[New] iPhone X 10 64GB 64 GB Grey Gray BNIB Garansi Apple 1 Thn","Jakarta","Iphone X Original",12490000,46,520417,4.9,"apple"
"Mandiri e-Money Captain Marvel","Jakarta","ERAFONE",50000,16,2084,5,"lain-lain"
"HONO 8X RAM 4 GB/128 GB","Jakarta","Pojok Kreative",4200000,29,175000,5,"lain-lain"
"IPHONE 8+ PLUS REPLIKA HDC PRO ULTRA REAL GRADE A+++","Bandung","Tranz HP",1400000,39,58334,4.5,"apple"
"SAMSUNG CARAMEL E 1272 / SAMSUNG LIPAT E-1272","Jakarta","Lucky_id",199000,36,8292,4.1,"samsung"
"Samsung Galaxy Note 8 64GB Ram 6GB Second Mulus Original","Jakarta","Pisces Phone Shop",4900000,16,204167,4.6,"samsung"
"Samsung Galaxy J2 PRIME GARANSI RESMI (SEIN)","Jakarta","Angel Phone Shop",1180000,47,49167,4.9,"samsung"
"Blackview BV9000 4 64GB IP68 Waterproof","Kab. Tangerang","Five star cellular",3400000,46,141667,4.9,"lain-lain"
"Apple Iphone 6 16gb Gold - Garansi Distributor 1 Tahun","Jakarta","Lips Shop Official Store",4045000,20,168542,4.9,"apple"
"Oppo realme 2pro ram 4/64gb","Jakarta","pinkwenshop",3350000,32,139584,5,"oppo"
"xiaomi redmi 5 plus 4/64 garansi distri","Surakarta","Under_2m",2075000,25,86459,4.8,"xiaomi"
"Nokia 105 new 2017 dual sim - GARANSI TAM","Jakarta","xenom cell",210000,83,8750,5,"nokia"
"Nova 3i huawei","Surabaya","VELLONIX MOTORINDO",3e+06,22,125000,5,"huawei"
"Moto E4 Plus Ram 3/32 Garansi Resmi Lenovo","Jakarta","Ray496",2e+06,19,83334,5,"lenovo"
"Xiaomi redmi 6A garansi resmi (TAM)","Jakarta","baraya celullar",1182500,375,49271,4.9,"xiaomi"
"Samsung Galaxy A20 2019 Ram 3/32GB Garansi SEIN","Jakarta","enterphone2",1999000,300,83292,4.9,"samsung"
"Xiaomi Mi A2 Lite / Redmi 6 Pro Ram 4gb Internal 64gb Distributor","Jakarta","pisces mobile",2250000,31,93750,5,"xiaomi"
"Samsung Galaxy A30 Hitam Saja Ram4GB 64GB Garansi Resmi","Jakarta","AG Apparel",4e+06,30,166667,5,"samsung"
"iphone 6 64gb Like New","Medan","LegoSale",1989000,26,82875,5,"apple"
"SAMSUNG S7 edge 32gb","Kab. Tangerang","ARIENZ DEVANO",4e+06,24,166667,5,"samsung"
"iPhone X 64GB Original BNIB","Batam","Wendy OLS",10890000,38,453750,4.9,"apple"
"Xiaomi Redmi 2 1/8 4G Garansi 1 Tahun","Jakarta","happystore95",539000,29,22459,4.9,"xiaomi"
"samsung j5 pro garansi resmi sein","Tangerang","Guppyshop",2500000,32,104167,5,"samsung"
"Sharp Aquos 04H 32gb Ram 3gb 4G LTE Mulus","Jakarta","QQ store168",750000,45,31250,4.8,"sharp"
"Samsung J2 Prime SEIN Semarang","Semarang","Mnrtmart",1123000,32,46792,5,"samsung"
"Oppo Realme U1 RAM 3GB Internal 32GB (3/32) Garansi Resmi 1 Tahun","Jakarta","ZMI Official Store",2130000,81,88750,4.9,"oppo"
"samsung note 4 LTE ori 100%","Jakarta","wigelcell",1500000,48,62500,5,"samsung"
"HUAWEI NOVA 3i RAM 4GB ROM 128GB GARANSI RESMI HUAWEI","Jakarta","Chelicase",3285000,29,136875,4.2,"huawei"
"XIAOMI REDMI 4A PRIME RAM 2GB ROM 32GB","Jakarta","Ep jkt",1049000,39,43709,4.8,"xiaomi"
"samsung J2 prime murah semarang","Semarang","your home partner",1140000,39,47500,5,"samsung"
"iPhone 5S 64GB Gold BNIB","Tangerang Selatan","ChiryoMask Masker Rambut",5250000,26,218750,5,"apple"
"SAMSUNG GALAXY A7 4/64","Surabaya","TOKO SHANK",4150000,25,172917,5,"samsung"
"xiaomi redmi 6a","Kab. Klaten","Aditya Evan",1240000,35,51667,5,"xiaomi"
"Samsung Galaxy A6 RAM 3GB ROM 32GB - GARANSI RESMI SEIN","Malang","Print Store Malang",2450000,22,102084,5,"samsung"
"APPLE IPHONE 7 32GB GARANSI DISTRIBUTOR 1 tahun","Bekasi","newstar",4250000,25,177084,4.8,"apple"
"XIAOMI REDMI 2 PRIME LTE [RAM 2/16GB] - GARANSI DISTRIBUTOR 1 TH!","Jakarta","BZT Cellular Dan IT",690000,32,28750,4.3,"xiaomi"
"BLACKBERRY Z10 STL-002 2G,3G,4G","Bekasi","indo success",850000,34,35417,4.6,"lain-lain"
"OPPO A83 RAM 2/16 GARANSI RESMI OPPO INDONESIA","Jakarta","BEST PONSEL",1699000,32,70792,4.8,"oppo"
"Smartphone OPPO A3S RAM 2GB ROM 16GB GARANSI RESMI OPPO","Surakarta","ButterFly Random Market",2e+06,15,83334,5,"oppo"
"Hp Xiomi pocophone f1","Bandung","jaya abadi electronic",4950000,26,206250,5,"xiaomi"
"Samsung Galaxy S9 Plus 64GB Duos Global | Mulus LikeNew - Fullset| S9+","Batam","@ EvoStore",6180000,37,257500,4.7,"samsung"
"Samsung Galaxy A30","Surabaya","rizkyphonee",3130000,26,130417,5,"samsung"
"Xiaomi Redmi 4x Prime Gold 3/32 - Garansi 1 Tahun","Jakarta","MS_Store",1235000,30,51459,4.9,"xiaomi"
"SAMSUNG GALAXY J2 PRIME GARANSI RESMI ORIGINAL MURAH","Surabaya","Diamondlove",1350000,35,56250,5,"samsung"
"SAMSUNG S7 EDGE SPEC GAHAR HARGA BERSAHABAT","Jakarta","Topgadget2000",3100000,20,129167,5,"samsung"
"REDMI 6A GARANSI RESMI TAM","Bekasi","Family Cell MBH",1210000,22,50417,5,"xiaomi"
"Huawei U9200 Ascend P1","Jakarta","Eben Haezer Net",1399000,45,58292,4.8,"huawei"
"hp unik","Surabaya","burhan-",770000,37,32084,5,"lain-lain"
"Xiomi note 5 pro ram 4/64 new grs distri 1taun","Jakarta","arena phone cell",1970000,30,82084,4.6,"lain-lain"
"SAMSUNG GALAXY A50 (4/64GB)","Jakarta","Karin Cellular",3885000,39,161875,5,"samsung"
"TEMPERED BENING MOTOROLA MOTO G5S PLUS / E4 PLUS","Jakarta","murahmeriah shop",25000,57,1042,4.4,"motorola"
"OPPO A5s 2/32 GARANSI RESMI OPPO INDONESIA.","Jakarta","lion ponselindo",1999000,22,83292,4.9,"oppo"
"SAMSUNG GALAXY M20 3/32GB GARANSI RESMI SEIN TERMURAHH","Surabaya","Hapemall.id",2245000,43,93542,4.9,"samsung"
"NOKIA 150 - GARANSI RESMI NOKIA","Magelang","vickersson",395000,39,16459,4.8,"nokia"
"Realme 3 PRO 6/128 Garansi Resmi Real Me Realmi Rilmi Relmi 6GB 128GB","Jakarta","Laku8pedia",3988000,99,166167,4.9,"realme"
"Oppo A5S Garansi Resmi","Jakarta","Damar Online Shop",1999000,31,83292,5,"oppo"
"iPhone 8+ 64gb second original kondisi perfect","Surabaya","Tara Phone",8100000,25,337500,5,"apple"
"iPhone 8 Plus 64GB | Mulus ORI - Fullset - Normal | iPhone 8+ 64GB","Batam","@ EvoStore",7350000,46,306250,4.7,"apple"
"Samsung Galaxy A50 Black 4/64GB SEIN","Jakarta","yumastore",4e+06,31,166667,5,"samsung"
"REDMI 6A GARANSI DISTRIBUTOR","Bekasi","Family Cell MBH",1155000,31,48125,5,"xiaomi"
"NOKIA 150 DUAL SIM BLACK AND WHITE","Jakarta","Emperor Gadget",429000,58,17875,4.8,"nokia"
"samsung j6 plus 4/64","Jakarta","djstoreofficial",3350000,30,139584,5,"samsung"
"XIAOMI REDMI 6A 2/16GB GARANSI RESMI TAM BUKAN REPACK","Magelang","One Fight Shop",1200000,25,50000,5,"xiaomi"
"XIAOMI REDMI NOTE 5 A PRIME GOLD RAM 4GB INTERNAL 64GB - GARANSI 1 TH","Jakarta","MS_Store",1760000,40,73334,4.5,"xiaomi"
"HP VIVO Y93 RAM 3GB - ROM 32GB (Y93 3/32GB) GRS RESMI 1 TAHUN","Jakarta","aci cell",2e+06,18,83334,5,"vivo"
"Samsung J4 Ram 2/32","Bekasi","Diana Shop 89",2040000,9,85000,5,"samsung"
"XIAOMI REDMI NOTE 5 PRO RAM 4GB INTERNAL 64GB DISTRIBUTOR","Jakarta","pisces mobile",2200000,26,91667,4.8,"xiaomi"
"OPPO F3 GARANSI RESMI OPPO 1 TAHUN","Jakarta","Gadget Shop888",3499900,51,145830,4.8,"oppo"
"Xiaomi Redmi 6 - RAM 4GB ROM 64GB (4/64) -Gold - Baru - Resmi TAM","Kab. Bekasi","asin online store",1950000,33,81250,5,"xiaomi"
"Garansi 1 Tahun Bantu Claim Samsung Galaxy S7 EDGE 32GB DUOS DUAL SIM","Jakarta","New Rizkyapple",4050000,408,168750,4.8,"samsung"
"OPPO F9 4/64","Surabaya","TOKO SHANK",4149000,33,172875,5,"oppo"
"[ Dus Orange ] Redmi 6A Black Ram 2GB/16GB Garansi Distri 1 Tahun","Jakarta","36shop",1125000,21,46875,5,"xiaomi"
"XIAOMI REDMI NOTE 6 PRO GARANSI RESMI (4/64GB)","Jakarta","Karin Cellular",2635000,39,109792,5,"xiaomi"
"XIAOMI MI A2 (6/128GB)","Jakarta","Karin Cellular",3325000,31,138542,5,"xiaomi"
"XIAOMI MI NOTE VERSI BAMBOO RAM 3/16GB - GARANSI 1TH","Jakarta","MS_Store",1050000,35,43750,4.3,"xiaomi"
"Samsung Galaxy A7 2018 - 4GB / 64GB - Garansi Resmi","Jakarta","H2 Phone Shop",3269000,81,136209,4.9,"samsung"
"XIAOMI REDMI 6A 2/16 RAM 2GB ROM 16GB GARANSI RESMI TAM","Kab. Bogor","Harvestcell",1190000,65,49584,4.9,"xiaomi"
"Nokia 3100 refurbished","Bekasi","adc cell",150000,45,6250,4.6,"nokia"
"Xiaomi Redmi Note 7 4/64GB","Surabaya","ENGEL CELL",3700000,31,154167,5,"xiaomi"
"NOKIA 105 DUAL SIM 100% NEW ORIGINAL GARANSI RESMI","Kab. Klaten","Centra Grosir City",209000,54,8709,4.3,"nokia"
"SAMSUNG GALAXY J2 PRIME","Kab. Bekasi","zahiraonlineshop",1399000,24,58292,5,"samsung"
"Handphone iphone","Jakarta","JD homemade Bakery",2e+06,22,83334,5,"apple"
"Xiaomi Mi A2 Ram 4GB Rom 64GB Original BNIB","Batam","Wendy OLS",2250000,48,93750,4.9,"xiaomi"
"XIAOMI MI MAX 3 - MIMAX 3 64GB RAM 4GB - NEW - BNIB - 100% ORI","Batam","T&T Mobile",3239000,24,134959,4.8,"xiaomi"
"ADVAN G2+ PLUS 3/32 GARANSI RESMI","Jakarta","Sinar Kencana Cellular",1198000,27,49917,4.8,"lain-lain"
"Oppo A7 RAM 7","Jakarta","toko cheyla",2999000,33,124959,4.9,"oppo"
"READY STOCK BNIB iPhone 6s 64gb Space Gray/Silver/Gold/Rose Gold MURAH","Jakarta","chocoapple",7450000,50,310417,4.7,"apple"
"Huawei P20 Pro 128GB Ram 6GB | Mulus LikeNew - Normal - Fullset","Batam","@ EvoStore",5600000,22,233334,4.9,"huawei"
"Apple Iphone 6s Garansi distri","Bekasi","Gzone",3100000,25,129167,4.9,"apple"
"samsung Galaxy A30 Garansi Resmi SEIN","Jakarta","tia fashion shop",2875000,26,119792,5,"samsung"
"XIAOMI REDMI NOTE 6 PRO RAM 4 /64 GB","Jakarta","Lastcell",2550000,27,106250,5,"xiaomi"
"MITO 366 1.8 INCH/CAMERA/MP3/FLIP PHONE/GARANSI RESMI","Bogor","MEGA phone shop",174000,34,7250,4.8,"lain-lain"
"Samsung Galaxy Note 8 6/64gb - Garansi Resmi SEIN","Jakarta","sukma phone",8200000,162,341667,4.9,"samsung"
"Asus Zenfone 5 ZE620KL 4/64 GARANSI RESMI ASUS","Jakarta","Supplier Sparepart HP",2865000,43,119375,4.9,"asus"
"Samsung Galaxy A10 ram 2/32GB Garansi Resmi SEIN","Surabaya","KleCell",1525000,33,63542,4.9,"samsung"
"handphone xiomi MI A2 lite 3/32 gold, blue, hitam","Surabaya","GoneGoing",2750000,27,114584,5,"blu"
"OPPO F9 Smartphone [64GB/ 4GB","Kab. Deli Serdang","sam smith",4e+06,31,166667,5,"oppo"
"Xioami redmi 6A 2/16 gold & rosegold","Jakarta","PLANE-CELL",1225000,45,51042,4.9,"xiaomi"
"oppo f9 pro ram 6/64gb new grs resmi oppo","Jakarta","arena phone cell",3700000,39,154167,4.9,"oppo"
"handphone huawei P30 lite Garansi 1 tahun","Bandung","Agungabulshop",3750000,21,156250,5,"huawei"
"SAMSUNG GALAXY J2 PRIME GARANSI RESMI 1 TAHUN","Jakarta","bursacell1875",1190000,46,49584,4.7,"samsung"
"Asus Zenfone Max Pro M2 3/32 ZB631KL","Surabaya","Tingtong Gadget",2340000,24,97500,5,"asus"
"Termurah Apple iPhone 256GB X Silver 256 GB - Garansi Resmi Apple","Jakarta","New RumahApple",14640000,49,610000,4.9,"apple"
"Redmi 6A Tam 2/16 baru segel BNIB","Surabaya","45fight Store",1195000,25,49792,5,"xiaomi"
"oppo f9","Jakarta","irnaaura",4150000,28,172917,5,"oppo"
"Xiaomi Redmi 5 Plus - 3GB/32GB","Jakarta","toko4h0",2e+06,30,83334,5,"xiaomi"
"redminote 7 4gb 64gb","Kab. Pasuruan","laphanstore",3500000,20,145834,4.6,"xiaomi"
"Google pixel 2 XL mulus fullset original harga bersahabat","Jakarta","Topgadget2000",4800000,19,2e+05,4.8,"google pixel"
"Samsung J2 Prime RAM ROM 8GB Silver Garansi SEIN 1th","Kab. Tangerang","Kayle",1130000,53,47084,5,"samsung"
"Samsung Galaxy J1 Ace J111 Smartphone - White [8 GB]","Kab. Deli Serdang","sam smith",2e+06,34,83334,5,"samsung"
"Hp Murah Evercoss N1D Candybar","Jakarta","Kreasindo Online",99000,15,4125,5,"evercoss"
"Samsung Galaxy A30 4/64gb Garansi RESMI SEIN","Surabaya","Allianz Cell",2829000,18,117875,5,"samsung"
"Samsung S7 edge docomo bekas mulus no minus","Jakarta","samsungaddict",2350000,45,97917,5,"samsung"
"z4c docomo","Jakarta","Dosu",890000,181,37084,4.8,"lain-lain"
"Vivo Y11 Pro Ram 6/64 GB","Medan","Duta Tumbler",4e+06,20,166667,5,"vivo"
"OPPO F11 RAM 4/128 GB GARANSI RESMI","Jakarta","SKW PHONE",3450000,17,143750,5,"oppo"
"Realme C1 2/16 by Oppo","Kab. Sukoharjo","lusia cell",1550000,28,64584,4.9,"realme"
"Advan S6+ 4G Ram 1/8 Garansi Resmi","Medan","Arista-Seluler",850000,26,35417,5,"lain-lain"
"Haier G7 1/16 4G LTE (Garansi Resmi 1 Tahun)","Kab. Tulungagung","Anggoro Online Shop",8e+05,46,33334,5,"lain-lain"
"OPPO A57 BLACK/GARANSI RESMI OPPO INDONESIA 1 THN","Jakarta","OVANST0RE",2700000,37,112500,4.7,"oppo"
"Samsung Galaxy J7 Pro Garansi Resmi 1 Tahun","Surabaya","Elite jaya",2350000,34,97917,4.8,"samsung"
"READY STOCK Original Brand New Caterpillar S61 / Cat S61 4G Sim Indo","Jakarta","MU MOBILE",12149000,17,506209,4.9,"cat"
"TERMURAH !!! SAMSUNG J2 PRIME RESMI / SEIN / BARU","Depok","99_PEDIA.COOM",1265000,19,52709,5,"samsung"
"Blackview BV7000 Pro Ram 4GB 64GB Original New","Batam","Wendy OLS",2480000,43,103334,4.9,"lain-lain"
"Xiaomi Redmi Note 5A Prime 3/32 - Gold - Baru NEW - TAM","Jakarta","CA Shop",1699000,30,70792,5,"xiaomi"
"LG G5 second fullset hp dan acc ori semua","Jakarta","TOPSELL ONLINE",1350000,31,56250,4.6,"lg"
"Mandiri e-Money Avengers Infinity War – Iron Man","Jakarta","ERAFONE",60000,17,2500,4.8,"lain-lain"
"VIVO V15 6/64","Bandung","SEMUA SENANG MURMER",3722222,33,155093,5,"vivo"
"xiamoi not 6 pro 64 GB / 4 black garansi TAM","Tangerang","Goldcoast",4e+06,23,166667,5,"lain-lain"
"Realme 3 - 3 GB / 32 GB - Garansi Resmi by OPPO","Jakarta","MW Tech",1819750,71,75823,5,"realme"
"Oppo A39","Kab. Jepara","Caesars Olshop",1506000,24,62750,5,"oppo"
"ADVAN HAMMER R1X DUAL SIM","Kediri","CV.GARDEN CELL",101000,13,4209,4.6,"lain-lain"
