"product_title","location","account_seller","price","review","installment","rating","brand_hp"
"Sony XZ Original Mulus Like New (fullset) gojek/grab","Tangerang","Asia ponsel88",1155000,61,48125,4.7,"sony"
"Oppo F11 Pro","Jakarta","VodaPGC",4599000,42,191625,4.9,"oppo"
"Samsung Galaxy A7 2018 (4/64GB) - Black","Jakarta","centralphone73",3275000,284,136459,5,"samsung"
"Xiaomi Redmi 6 Ram 3GB/32GB Resmi TAM","Jakarta","akoy.login",1680000,278,70000,5,"xiaomi"
"SAMSUNG GALAXY J6 PLUS 3/32GB RAM 3GB ROM 32GB GARANSI RESMI SEIN","Jakarta","ArthaOnline",2400000,48,1e+05,4.9,"samsung"
"Asus Zenfone Max Pro M1 ZB602KL (4/64Gb) Black","Jakarta","Asus Mobile Indonesia",2199000,52,91625,4.9,"asus"
"HP XIAOMI REDMI 2 1/8 4G LTE NEW PROMO","Jakarta","JENNYFER PHONE SHOP",649999,387,27084,4.3,"xiaomi"
"Huawei Y7 Pro 2019 Ram 3gb Rom 32gb Garansi Resmi","Jakarta","Maxi phone cell",1900000,140,79167,4.9,"huawei"
"Samsung Galaxy M20 (3GB/32GB) - Ocean Blue","Jakarta","Samsung Mobile Indonesia",2620000,27,109167,4.7,"samsung"
"Samsung Galaxy M10 Smartphone 16GB/2GB - Black [Garansi Resmi]","Jakarta","KartuPerdana",1488000,32,62000,5,"samsung"
"Xiaomi Redmi 5A Ram 2GB/16GB Garansi Resmi TAM","Jakarta","akoy.login",1480000,289,61667,5,"xiaomi"
"Samsung Galaxy A6 - 3GB/32GB - Garansi Resmi SEIN","Jakarta","ucell cempaka",1975000,218,82292,4.9,"samsung"
"Realme 3 3/32 RAM 3GB ROM 32GB GARANSI RESMI REALME","Jakarta","Cellular Mas",1815000,144,75625,4.9,"realme"
"Xiaomi Redmi 6A 2GB/16GB Garansi Resmi TAM","Yogyakarta","TRAIL 19",1200000,46,50000,4.9,"xiaomi"
"Xiaomi TAM Redmi 6A 2/16","Surabaya","Rumah ponsel 88",1229000,38,51209,5,"xiaomi"
"HP Nokia 105 Dual SIM 2017 Handphone Garansi Resmi","Jakarta","hargabagus88",239993,662,10000,4.6,"nokia"
"Xiaomi Redmi Note 7 Pro - New Original BNIB - Ram 6GB/128GB","Tangerang","usus crispy homemade",4950000,35,206250,5,"xiaomi"
"APPLE IPHONE 64GB 6S ROSE GOLD - GARANSI DISTRIBUTOR 1 TAHUN","Jakarta","Gadget Lee",2499000,205,104125,4.7,"apple"
"Samsung Galaxy A7 2018 (4/64GB) - Gold","Jakarta","centralphone73",3225000,223,134375,5,"samsung"
"XIAOMI REDMI 4X PRIME FULL BLACK 3/32 - GARANSI 1 TAHUN","Jakarta","NewBeztBerry",1235000,129,51459,4.7,"xiaomi"
"Samsung Piton B310E","Jakarta","Cellular Mas",275000,240,11459,4.7,"samsung"
"Samsung Galaxy Note 8 64GB Duos Global | Mulus - Fullset - Normal","Batam","@ EvoStore",5550000,151,231250,4.7,"samsung"
"Xiaomi MI A1 RAM 4GB ROM 64GGB Garansi Resmi","Jakarta","ucell cempaka",1675000,198,69792,4.9,"xiaomi"
"Asus Zenfone Max Pro M1 RAM 6GB (6/64 GB) - Garansi Resmi Asus","Jakarta","Supplier Sparepart HP",2315000,230,96459,4.9,"asus"
"MITO 168 HP MURAH BERKUALITAS","Bogor","MEGA phone shop",115000,693,4792,4.6,"lain-lain"
"Xiaomi Redmi 6a TAM","Kab. Klaten","Ghufron Celluler",1240000,197,51667,5,"xiaomi"
"BEST SELLER iPhone 64GB X Grey / Gray ORIGINAL Garansi 1 Tahun Apple","Jakarta","New Rizkyapple",12550000,176,522917,4.9,"apple"
"iPhone 7 128GB second original bergaransi","Surabaya","Tara Phone",4500000,176,187500,4.8,"apple"
"Xiaomi Redmi 6a","Malang","Saggy Mall",1250000,293,52084,5,"xiaomi"
"Xiaomi MI 8 Lite Ram 4GB/64GB TAM","Jakarta","akoy.login",2899000,181,120792,5,"xiaomi"
"Samsung Galaxy J6 Plus / J6+ 3/32 RAM 3GB ROM 32GB GARANSI RESMI SEIN","Jakarta","Supplier Sparepart HP",2050000,185,85417,4.8,"samsung"
"xiomi redmi 6a ram 2/16gb Resmi TAM","Jakarta","kyan cell",1575000,216,65625,5,"xiaomi"
"OPPO A5S 3/32","Bandung","SEMUA SENANG MURMER",1952222,60,81343,5,"oppo"
"Fujitsu Arrow F-02G - Seken","Jakarta","NN Cellular",670000,167,27917,4.6,"ken"
"Hp Android Polytron Zap 5 Jaringan 4G Ram 1GB murah lengkap baru","Bandar Lampung","JRTOKO",850000,27,35417,4.9,"polytron"
"Mandiri e-Money Captain Marvel Logo","Jakarta","ERAFONE",50000,26,2084,4.9,"lain-lain"
"New Apple Iphone 7 Plus 128GB Black Matte Garansi 1 Tahun","Jakarta","36shop",5350000,140,222917,4.7,"apple"
"GARANSI RESMI TAM - Xiaomi Redmi 6A RAM 2GB / 16GB Gold Blue Grey","Pekanbaru","Devincitore",1204900,200,50205,5,"xiaomi"
"Samsung J2 Prime Garansi resmi sein","Kab. Bogor","shiba Collection",1114900,184,46455,4.9,"samsung"
"SAMSUNG GALAXY J2 PRIME - GARANSI RESMI SEIN 1THN -","Jakarta","Luckseven Shop",1125000,157,46875,5,"samsung"
"Sony Ericson M1i ASPEN BNIB BERGARANSI","Jakarta","PLATINUM SM",193000,54,8042,4.6,"sony"
"Huawei Nova 3i Ram 4gb/128gb","Jakarta","Maxi phone cell",2950000,139,122917,4.9,"huawei"
"Asus Zenfone Max Pro M1 3/32 Garansi Resmi","Semarang","Barnacleshop",1610000,31,67084,4.8,"asus"
"Xiaomi Redmi 6A","Surabaya","Ruang Toko",1194000,195,49750,5,"xiaomi"
"Luna X Prime","Jakarta","shop&go",2999000,68,124959,5,"lain-lain"
"HP AKTIVATOR DUAL SIM ON","Kab. Cianjur","x_cell mandiri",375000,146,15625,4.7,"lain-lain"
"Nokia 105 New 2017 Dual Sim GSM","Surabaya","TingTong",215000,224,8959,4.8,"nokia"
"Handphone Realme C2 3/32GB Garansi resmi Realme 1 tahun","Bandung","Agungabulshop",1500000,33,62500,4.9,"realme"
"HP Xiaomi Redmi 6A Garansi TAM","Surabaya","Bintang Terang Cell",1185000,118,49375,4.8,"xiaomi"
"XIAOMI REDMI 6a TAM","Malang","CIKOSHOP89",1250000,223,52084,5,"xiaomi"
"Apple Iphone 6 Plus 64gb Gold - Garansi Distributor 1 Tahun","Jakarta","Gadget Lee",2650000,111,110417,4.6,"apple"
"XIAOMI REDMI 6A TAM GARANSI RESMI","Bogor","Mega Ponsel",1199000,27,49959,5,"xiaomi"
"ROM REAL 32GB FOR HDC PRODUCT","Jakarta","sobadzhop",180000,629,7500,4.6,"lain-lain"
"Vivo v9 new grs resmi","Jakarta","arena phone cell",2700000,135,112500,4.9,"vivo"
"Xiaomi NOTE 5A","Jakarta","Zirah Shop",1800000,186,75000,5,"xiaomi"
"Samsung Galaxy A10 (2GB/32GB) - Blue","Jakarta","Samsung Mobile Indonesia",1590000,34,66250,4.7,"samsung"
"samsung a20 3/32 new grs resmi","Jakarta","arena phone cell",2035000,32,84792,4.9,"samsung"
"OPPO F11 Smartphone 4GB/128GB - Marble Green (Garansi Resmi)","Tangerang","OPPO OFFICIAL STORE",3699000,48,154125,4.9,"oppo"
"Xiaomi Redmi Note 7 3/32 RAM 3GB ROM 32GB GARANSI RESMI TAM","Jakarta","Cellular Mas",2135000,133,88959,4.9,"xiaomi"
"XIAOMI REDMI 6A New murah","Kab. Mojokerto","Duta electrik plus",1190000,171,49584,5,"xiaomi"
"VIVO Y95 RAM 4GB ROM 32GB GARANSI RESMI VIVO 1 TAHUN","Jakarta","NEW STAR PHONEE",2275000,140,94792,5,"vivo"
"Apple Iphone 6 64gb Gold - Garansi Distributor 1 Tahun","Jakarta","Gadget Lee",2250000,176,93750,4.7,"apple"
"XIAOMI REDMI NOTE 5 RESMI 4GB 64GB TAM XIOMI SNAPDRAGON 636 - Gold","Jakarta","Zirah Shop",3e+06,174,125000,5,"xiaomi"
"Asus Zenfone 4 Selfie (ZD553KL) - Garansi Resmi","Jakarta","ucell cempaka",1565000,168,65209,4.9,"asus"
"Ken Mobile V6 Grey","Jakarta","KEN Mobile",549000,141,22875,4.6,"ken"
"OPPO A3s Ram 2Gb Internal 16Gb Garansi Resmi 1 Tahun","Surabaya","Elite jaya",1650000,119,68750,4.8,"oppo"
"ROM REAL 64GB FOR HDC PRODUCT","Jakarta","sobadzhop",250000,299,10417,4.6,"lain-lain"
"Samsung Galaxy J2 Prime SEIN","Bandung","CELLSTAR",1127500,184,46980,4.7,"samsung"
"Redmi 6a Garansi TAM","Malang","SEGA CELL Malang",1210000,149,50417,5,"xiaomi"
"Xiaomi Redmi Note 6 Pro Ram 3GB/32GB TAM","Jakarta","akoy.login",2199000,144,91625,5,"xiaomi"
"Samsung Galaxy A7 2018 Ram 4GB/64GB Resmi SEIN","Jakarta","akoy.login",3750000,136,156250,5,"samsung"
"Apple Iphone 6 Plus 64gb Space Gray - Garansi Distributor 1 Tahun","Jakarta","Gadget Lee",2650000,106,110417,4.6,"apple"
"REDMI 6A TAM NON REPACK","Surabaya","Rumah_Kuning",1184999,177,49375,5,"xiaomi"
"LG V20 2ND fuLLset Original","Jakarta","zynx gadget",1750000,44,72917,4.8,"lg"
"Xiaomi Redmi 6A 2/16 garansi resmi TAM","Jakarta","ARLAND STORE",1189000,189,49542,5,"xiaomi"
"xiaomi Redmi 6 4/64 Garansi Resmi TAM","Jambi","younglic shop",2e+06,136,83334,5,"xiaomi"
"Redmi 6a Garansi TAM","Kab. Malang","zakicom",1225000,191,51042,5,"xiaomi"
"Redmi note 5 Ram 3/32 Garansi Tam","Jakarta","Maxi phone cell",2e+06,118,83334,4.9,"xiaomi"
"Xiaomi redmi 6A 2/16 global garansi distributor","Kab. Madiun","mikuru aikatsu",1142000,158,47584,5,"xiaomi"
"Oppo Realme 2 Pro 4GB 64GB Garansi Resmi","Jakarta","Garasi.ku",2099000,171,87459,4.9,"oppo"
"ADA BONUS- Samsung J2 Prime Garansi RESMI SEIN Original - BNIB SEGEL","Pekanbaru","Devincitore",1123900,181,46830,4.8,"samsung"
"LUNA V55C RAM 3/64","Jakarta","Sinar Kencana Cellular",1325000,51,55209,4.7,"lain-lain"
"Samsung Galaxy M20 3/32GB RAM 3GB ROM 32GB GARANSI RESMI","Jakarta","Supplier Sparepart HP",2250000,132,93750,4.8,"samsung"
"Xiaomi 5A","Jakarta","Zirah Shop",1399000,162,58292,5,"xiaomi"
"Sony Xperia X Compact","Kab. Tangerang","Five star cellular",740000,81,30834,4.4,"sony"
"Xiaomi Redmi Note 7 Ram 4GB/64GB Resmi TAM","Jakarta","akoy.login",2799000,136,116625,5,"xiaomi"
"Samsung j2 Prime","Kab. Klaten","Ghufron Celluler",1175000,160,48959,5,"samsung"
"Asus Zenfone Max M2 Pro ZB631KL 4GB / 64GB - Garansi Resmi Asus","Jakarta","Googlegadget",2499000,112,104125,4.9,"asus"
"Nokia 105 dual sim 2017 garansi resmi TAM","Kab. Pati","MIUI LOVER",215000,183,8959,5,"nokia"
"Xiaomi Mi In-Ear Headphones Basic Black","Jakarta","ERAFONE",79000,129,3292,4.7,"xiaomi"
"Samsung Galaxy S10 - 8GB/128GB - Garansi 1 Tahun","Jakarta","chocoapple",10100000,19,420834,4.7,"samsung"
"xiaomi redmi 6A TAM","Kab. Sidoarjo","Davizka Store",1200000,22,50000,5,"xiaomi"
"ROM REAL 16GB FOR HDC PRODUCT","Jakarta","sobadzhop",1e+05,507,4167,4.6,"lain-lain"
"Samsung S7 edge docomo minus shadow","Jakarta","samsungaddict",1850000,104,77084,5,"samsung"
"OPPO F11 Smartphone 4GB/128GB - Fluorite Purple (Garansi Resmi)","Tangerang","OPPO OFFICIAL STORE",3699000,47,154125,4.9,"oppo"
"Xiaomi Redmi 5 Plus 3/32 - Garansi Resmi TAM 1 Tahun","Kab. Sukoharjo","Si Cells",2e+06,15,83334,4.9,"xiaomi"
"Samsung S7 Edge 32Gb Single Mulus Fullset minus shadow","Jakarta","WETEEF Cellphone",1900000,86,79167,4.9,"samsung"
"Xiaomi Redmi 6A 2//16Gb Resmi TAM","Surabaya","sagarmathaa",1189000,132,49542,4.9,"xiaomi"
"SAMSUNG B310 PITON - GARANSI SAMSUNG RESMI INDONESIA","Jakarta","J O S",287999,109,12000,4.5,"samsung"
"iPhone XR 128GB | NEW - ORIGINAL - SEGEL - GARANSI RESMI APPLE 128","Batam","@ EvoStore",10880000,70,453334,4.7,"apple"
"SAMSUNG GALAXY J2 PRIME G532 GARANSI RESMI SAMSUNG INDONESIA","Bekasi","HAPPY CELL mobile shop",1170000,145,48750,4.9,"samsung"
"iPhone 6s 64GB FU second Original garansi 2 minggu","Surabaya","Tara Phone",3100000,168,129167,4.9,"apple"
"Xiaomi Redmi Note 5 Pro Ram 4GB/64GB Resmi TAM","Jakarta","akoy.login",2699000,205,112459,5,"xiaomi"
"redmi 6a tam","Surabaya","ranura",1200000,135,50000,5,"xiaomi"
"iphone 6s 64 gb garansi 1 thn jaminan original","Jakarta","CNKcell",2599000,128,108292,4.9,"apple"
"HONOR 8X RAM 4 GB/128 GB GARANSI RESMI 1 TAHUN","Tangerang","9 jaya cellular",3220000,121,134167,4.8,"honor"
"Samsung Galaxy J2 Pro - 1.5GB/16GB - Garansi Resmi","Jakarta","ucell cempaka",1410000,150,58750,4.9,"samsung"
"HARGA RESELLER KHUSUS KARTU KREDIT","Surabaya","Tara Phone",2300000,130,95834,4.9,"lain-lain"
"Ken Mobile V6 Rosegold","Jakarta","KEN Mobile",549000,78,22875,4.5,"ken"
"Nokia 216 DUAL SIM GARANSI RESMI","Jakarta","Cellular Mas",450000,129,18750,4.9,"nokia"
"NOKIA 6300 BLACK,SILVER,RED","Bekasi","indo success",280000,178,11667,4.4,"nokia"
"Gome U9 - Ram 6GB Internal 64GB - Face Unlock - Garansi","Jakarta","kino phone cell",1880000,19,78334,4.8,"lain-lain"
"OPPO A5s 2GB/32GB - Black (Garansi Resmi)","Tangerang","OPPO OFFICIAL STORE",1999000,41,83292,4.9,"oppo"
"SAMSUNG j2 PRIME SEIN RESMI","Kab. Bekasi","gudangmitraacc",1139000,126,47459,5,"samsung"
"Xiaomi Redmi 6A Garansi Resmi Tam","Kab. Mojokerto","BAGUS GADGET ACC SOOKO",1195000,111,49792,4.9,"xiaomi"
"Xiaomi Redmi 6A (2/16gb)","Semarang","liasweet23",1189500,30,49563,5,"xiaomi"
"VIVO Y93 RAM 3/32GB GARANSI 1 TAHUN","Jakarta","kyan cell",2500000,133,104167,4.9,"vivo"
"Sony Xperia X compact bekas second batangan","Jakarta","QQ store168",780000,113,32500,4.7,"sony"
"Samsung Galaxy J2 Prime","Jakarta","Swd store",1130000,108,47084,4.7,"samsung"
"hp sharp 01g bekas","Cilegon","LCSTORE",750000,11,31250,5,"sharp"
"Xiaomi Redmi 6A TAM","Bandung","DigitalE-",1185000,94,49375,5,"xiaomi"
"Samsung Galaxy A50 ram4Gb memory64Gb garansi 1thn Sein Indonesia","Medan","HALIMPONSEL",3475000,98,144792,4.9,"samsung"
"hp aktivator hp aktivasi kartu perdana nokia 105 2017","Kab. Cianjur","x_cell mandiri",335000,137,13959,4.7,"nokia"
"Termpered Glass - anti gores kaca","Jakarta","kino phone cell",10000,150,417,4,"lain-lain"
"Samsung Galaxy S10e 128GB Prism Black","Jakarta","Samsung Mobile Indonesia",9820000,21,409167,5,"samsung"
"HP","Kab. Bekasi","Bahir Olshop",1e+06,105,41667,5,"lain-lain"
"Apple Iphone 6 Plus 16gb Gold - Garansi Distributor 1 Tahun","Jakarta","Gadget Lee",2325000,86,96875,4.8,"apple"
"iphone 7 plus 128gb garansi distri 1 thn","Jakarta","CNKcell",5749000,95,239542,4.9,"apple"
"MITO 120i 1.8 INCH/CAMERA/MP3/RADIO/HP MURAH BERKUALITAS/GARANSI RESMI","Bogor","MEGA phone shop",105000,108,4375,4.6,"lain-lain"
"Xiaomi Redmi 6A 2/16 - TAM - Warna Random","Yogyakarta","BYLCell",1196999,121,49875,4.9,"xiaomi"
"Xiaomi Pocophone F1 Ram 6GB/128GB Resmi TAM","Jakarta","akoy.login",5099000,95,212459,5,"xiaomi"
"oppo a7 ram 4/64 new grs resmi oppo","Jakarta","arena phone cell",2455000,68,102292,4.8,"oppo"
"Samsung Wireless Charger Duo Pad - Black","Jakarta","Samsung Mobile Indonesia",1249000,18,52042,4.9,"samsung"
"SAMSUNG GALAXY NOTE 8 RAM 6GB - 64GB - BEKAS - SECOND - FULLSET","Jakarta","Click Phone Store",4800000,35,2e+05,4.7,"samsung"
"Samsung Galaxy M20 new garansi resmi warna biru or blue","Jakarta","vanilla mobile new",2325000,79,96875,4.8,"samsung"
"Samsung A30 - Garansi Resmi Sein","Jambi","Wendy cell jambi",3050000,37,127084,4.9,"samsung"
"Oppo F11 PRO","Jakarta","nicelimtee",4999000,63,208292,5,"oppo"
"Oppo F9 RAM 4/64 Garansi Resmi Oppo Indonesia","Bekasi","Kayla Apple",3500000,121,145834,5,"oppo"
"Xiaomi Redmi 6A Grs Resmi TAM Ram 2/16Gb Neww","Surakarta","arsgadget",1199999,130,50000,4.9,"xiaomi"
"samsung j4+ 3/32","Kab. Sukoharjo","mitraAnita",1885200,31,78550,5,"samsung"
"Samsung G532 - J2 Prime Duos - 8GB - Gold","Jakarta","Indokom Store",1149000,22,47875,4.7,"samsung"
"xiaomi A1 ram 4/64","Jakarta","georgina",2100000,100,87500,5,"xiaomi"
"Samsung A20 Ram 3/32GB Garansi Resmi SEIN","Tangerang Selatan","bagindosONLINE",1995000,215,83125,4.9,"samsung"
"Oppo F9 4/64 grs resmi Oppo","Jakarta","State Of Watch",3400000,96,141667,5,"oppo"
"Samsung caramel GT-E1272","Jakarta","Sport City",240000,92,10000,5,"samsung"
"SAMSUNG J2 PRIME GARANSI RESMI SEIN SM-G532","Kab. Kudus","Raja olshop kudus",1195000,95,49792,5,"samsung"
"NOKIA 105 NEW 2017 GARANSI RESMI 1 THN, ORIGINAL 100%","Jakarta","GADING BINTANG",212000,142,8834,4.9,"nokia"
"REDMI 6A GARANSI RESMI TAM","Kab. Karanganyar","OPTIK DIVO",1500000,101,62500,5,"xiaomi"
"Xiaomi Redmi 6A 2/16GB Garansi Resmi TAM - BLACK","Bandung","Green Computing",1210000,10,50417,5,"xiaomi"
"handphone asus zenfone go","Jakarta","Fajar Harapan",2e+06,12,83334,5,"asus"
"OPPO F5 - 4GB/64GB","Medan","Bigtoes Men Shoes",3300000,95,137500,5,"oppo"
"ASUS ZENFONE LIVE L1 ZA550KL","Kab. Kudus","Ananda Store Indo",1500000,92,62500,5,"asus"
"Samsung J2 Prime Garansi SEIN","Bandung","Jaya Abadi 2018",1230000,122,51250,4.7,"samsung"
"Xiaomi Redmi 6A RAM 2GB ROM 16GB Garansi Resmi TAM","Semarang","Evolution Studio",1189900,102,49580,4.9,"xiaomi"
"HP Samsung Galaxy S9 Resmi SEIN Dual Sim Original 2nd Fullset OEM","Jakarta","SobatHAPE",5899000,56,245792,5,"samsung"
"Oppo F11 Grs Resmi","Jakarta","Dunia788",3699000,29,154125,4.9,"oppo"
"Samsung Galaxy A30 (4GB/64GB) - Black","Jakarta","Samsung Mobile Indonesia",3180000,31,132500,4.9,"samsung"
"Asus Zenfone Max Pro M1 - ZB602KL - 4GB/64GB - Garansi Resmi 1 Tahun","Jakarta","ucell cempaka",1950000,69,81250,4.8,"asus"
"Xiaomi redmi 5A 2/16 TAM","Medan","BJM Market",1500000,116,62500,5,"xiaomi"
"samsung j5 pro","Bekasi","cahaya murah jaya",2500000,104,104167,5,"samsung"
"Sharp SH 03G Aqous Zeta SH03G Ram 3gb Rom 32gb Seken Ori Bergaransi","Jakarta","~22",750000,79,31250,4.7,"sharp"
"OPPO F11 Pro 6GB/64GB - (Garansi Resmi) - Thunder Black","Tangerang","OPPO OFFICIAL STORE",4699000,31,195792,4.9,"oppo"
"Xiaomi Redmi 6 Pro 4/64GB Black Garansi Distributor","Jakarta","holycrystal",2500000,9,104167,5,"xiaomi"
"Samsung J8 2018 - Garansi Resmi SEIN","Jakarta","MW Tech",3e+06,80,125000,5,"samsung"
"Nokia 150 DUAL SIM GARANSI RESMI","Jakarta","Cellular Mas",395000,120,16459,4.8,"nokia"
"Sony pressure Naik","Kab. Tangerang","Five star cellular",50000,46,2084,4.6,"sony"
"Samsung Galaxy J2 Prime","Semarang","Tumbaska",1250000,81,52084,5,"samsung"
"iPhone X 64GB | Mulus LIKENEW & NORMAL - FULLSET - GARANSI ! ip10","Batam","@ EvoStore",9190000,62,382917,4.9,"apple"
"Apple Iphone SE 16Gb Rosegold Second mulus, ex internasional","Jakarta","cellularline168",1690000,61,70417,4.7,"apple"
"Sharp M1 Ram 3gb 32gb BNIB New Original 100%","Jakarta","Boboy Store",950000,85,39584,4.6,"sharp"
"vivo Y71","Kab. Sragen","evahpstore",2050000,91,85417,4.8,"vivo"
"Prince PC-9000 PLUS SARUNG KULIT","Jakarta","Laku8pedia",244000,124,10167,4.7,"lain-lain"
"[New] Nokia 216 Garansi Resmi","Kediri","Cellindo",438000,69,18250,4.8,"nokia"
"HP REALME 3 RAM 3GB ROM 32GB GARANSI RESMI REALME","Depok","PT GSM",1806000,21,75250,5,"realme"
"Isaw Wing Lite Edition","Medan","CK.Cellular",1700000,113,70834,5,"lain-lain"
"OPPO A7 RAM 3/32GB","Jakarta","nicelimtee",2699000,100,112459,5,"oppo"
"Xiaomi Redmi 6A Garansi Resmi TAM","Yogyakarta","Gawai Cellular",1192900,88,49705,5,"xiaomi"
"Vivo Y95 Grs Resmi","Jakarta","Dunia788",2190000,88,91250,5,"vivo"
"Oppo F7","Medan","CK.Cellular",4300000,89,179167,5,"oppo"
"Samsung Galaxy J1 Ace SM-J111 - 8GB","Jakarta","TIFFA-Store",1500000,90,62500,5,"samsung"
"Xiaomi redmi 6a garansi resmi tam no repacking","Kab. Bogor","TNDSHOPBGR",1185000,83,49375,4.8,"xiaomi"
"SAMSUNG CARAMEL E 1272","Jakarta","stayreal",210000,72,8750,5,"samsung"
"samsung galaxy watch 46mm garansi sein 1 tahun","Jakarta","Lowprofile cellular",4198000,127,174917,4.9,"samsung"
"Samsung Galaxy J2 Prime Garansi Resmi SEIN (BNIB/No Repack)","Kab. Tangerang","Central Grosir 88",1125000,99,46875,5,"samsung"
"Samsung Galaxy Buds","Jakarta","ERAFONE",1899000,17,79125,4.9,"samsung"
"Evercoss s45 xtream 1","Medan","CK.Cellular",7e+05,86,29167,5,"evercoss"
"Samsung Galaxy J8 3/32GB Garansi Resmi Samsung Sein","Jakarta","putraborneo88",3350000,80,139584,5,"samsung"
"Asus Zenfone Zoom S 4/64 Ram 4gb Rom 64gb Garansi Resmi Tam","Jakarta","Maxi phone cell",2200000,52,91667,4.9,"asus"
"xiaomi redmi 2","Kab. Sidoarjo","zaneti store",1e+06,117,41667,4.9,"xiaomi"
"XIAOMI REDMI 6 4/64 RAM 4GB ROM 64GB GARANSI RESMI TAM - Hitam","Jakarta","tops computer",2025000,119,84375,5,"xiaomi"
"OPPO A3S","Jakarta","Golden Sato",2e+06,78,83334,4.8,"oppo"
"MAXTRON P12 BOMBA Hp Outdoor Antena Hp Powerbank Bluetooth Speaker","Jakarta","MediaKomunika",255000,88,10625,4.8,"blu"
"HP XIAOMI REDMI 3S RAM 3GB - 32GB","Jakarta","JENNYFER PHONE SHOP",1219999,63,50834,4.5,"xiaomi"
"Samsung Galaxy A70 (6GB/128GB) - Black","Jakarta","Samsung Mobile Indonesia",5799000,18,241625,4.6,"samsung"
"Xiaomi Note 7 3/32 TAM","Jakarta","Imobile cell",2750000,13,114584,5,"xiaomi"
"iP 7plus 128GB Second original","Surabaya","Tara Phone",6500000,76,270834,4.9,"lain-lain"
"Samsung Galaxy M10 (2GB/16GB) - Charcoal Black","Jakarta","Samsung Mobile Indonesia",1659000,25,69125,4.9,"samsung"
"Xiaomi redmi 5 plus","Kab. Karanganyar","OPTIK DIVO",2500000,86,104167,5,"xiaomi"
"Zenfone max pro termurah 3/32","Jakarta","mitra jaya cell1",2399000,90,99959,5,"asus"
"Smartfren Andromax E-2","Medan","CK.Cellular",1300000,85,54167,5,"smartfren"
"Samsung J2 Prime","Surabaya","edrusalbar",1145000,94,47709,5,"samsung"
"SAMSUNG S7 FLAT FULLSET ORI MEWAH HARGA BERSAHABAT","Jakarta","Topgadget2000",1950000,34,81250,4.9,"samsung"
"xiaomi A2 garansi resmi TAM","Jakarta","georgina",2650000,84,110417,4.9,"xiaomi"
"REDMI NOTE 5 4/64","Jakarta","mitra jaya cell1",2899000,87,120792,5,"xiaomi"
"SAMSUNG NOTE EDGE 32GB SINGLE MULUS LENGKAP BAYANGG","Jakarta","CahayaNoviCell",1500000,76,62500,4.9,"samsung"
"(NEW) iPhone XS 2018 64GB 64 Gold Grey Silver Garansi Apple 1 Tahun","Jakarta","Iphone X Original",14450000,70,602084,4.9,"apple"
"XIAOMI REDMI 3 GOLD [RAM 2/16GB] - GARANSI 1TH","Jakarta","NewBeztBerry",850000,145,35417,4.5,"xiaomi"
"Redmi 6A Garansi Resmi TAM","Kab. Sleman","griyafirdaus",1199000,80,49959,5,"xiaomi"
"Sony Xperia Z5 Dual E6683 -32GB-Emas**","Jakarta","S.C.M",2599000,27,108292,5,"sony"
"Samsung J2 Prime Garansi Sein 1 Tahun","Kab. Sleman","griyafirdaus",1140000,50,47500,5,"samsung"
"Redmi Note 5A 2G/16GB original new 100%","Jakarta","konglomart",1900000,22,79167,5,"xiaomi"
"Samsung Galaxy J4 plus 2/32GB Garansi Resmi Samsung Sein","Jakarta","putraborneo88",2250000,82,93750,5,"samsung"
"NOKIA 105 DS 2017 - DUAL SIM - GARANSI RESMI","Bogor","MEGA phone shop",219000,96,9125,4.8,"nokia"
"Xiaomi Redmi 6A TAM original segel","Surabaya","barra_store",1190000,82,49584,5,"xiaomi"
"Samsung Galaxy A10 (2GB/32GB) - Black","Jakarta","Samsung Mobile Indonesia",1590000,21,66250,4.8,"samsung"
"Xiaomi Redmi Note 6 Pro Ram 4GB/64GB TAM","Jakarta","akoy.login",2499000,85,104125,5,"xiaomi"
"Sony Xperia Xz bekas second original fullset","Jakarta","QQ store168",1225000,70,51042,4.7,"sony"
"VIVO Y53 SNAPDRAGON 2/16GB DUAL SIM","Jakarta","tomatoes",1899000,78,79125,5,"vivo"
"RESMI TAM - Xiaomi Redmi S2 - RAM 3GB / 32GB SEGEL - Garansi Resmi","Pekanbaru","Devincitore",1697900,43,70746,5,"xiaomi"
"Samsung Galaxy A7 2018 Ram 4/64GB Garansi Resmi Samsung","Jakarta","putraborneo88",4480000,73,186667,5,"samsung"
"Samsung J2 Prime 1,5/8GB Garansi Resmi.","Jakarta","Wishkileaks Shop",1135000,55,47292,4.9,"samsung"
"XIAOMI Redmi 6A Ori TAM Resmi","Kab. Sleman","Happy Baby Shop ID",1235000,70,51459,5,"xiaomi"
"Samsung Galaxy A6 Ram 3GB/32GB Resmi SEIN","Jakarta","akoy.login",2499000,74,104125,4.9,"samsung"
"Samsung Galaxy A50 2019 4/64Gb Grs resmi Sein","Jakarta","Pluto sellular",3430000,895,142917,4.9,"samsung"
"Xiomi Redmi Note 6 Pro 4/64 Ram 4gb Rom 64gb Garansi Resmi TAM","Jakarta","Maxi phone cell",2550000,91,106250,5,"xiaomi"
"Pocophone f1 6/128 resmi tam black","Kab. Sidoarjo","CatchMySoul",4799000,75,199959,4.9,"xiaomi"
"Hp Nokia 3","Jakarta","SNA-Shop",1500000,89,62500,5,"nokia"
